customer_id,product_category,value_USD,time_on_site_Minutes,clicks_in_site,credit,paypal
50254,503,-0.3195339648977312,24.5,0,0,1
42386,501,0.19868906353650814,91.1,0,0,1
16296,515,3.770747757668754,77.8,0,1,0
43547,501,2.212418435231853,43.6,0,1,0
58155,502,-0.45902227459314227,17.7,0,1,0
46686,506,0.38036992492413796,11.5,14,0,1
39372,511,0.8018295934837937,19.9,14,0,1
23926,511,-0.11416138678702586,2.3,9,1,0
59723,515,1.7316629250984326,40.6,0,1,0
13656,508,0.10418839570851018,27.7,14,1,0
47245,501,0.4283523062649736,13.2,9,0,1
26200,513,-0.42202060465485575,47.6,7,0,1
34771,505,-0.4107736941880025,14.4,7,0,1
30722,510,3.7402679648059216,59.6,13,0,1
46226,509,0.05940040313932531,17.0,9,1,0
31323,514,0.653223965835963,27.1,13,1,0
57896,510,-0.3889453709150565,7.8,7,0,1
52183,501,0.9893668342861163,9.5,20,1,0
16327,508,0.7957070150047965,10.5,7,0,1
31345,508,0.6920224794583031,5.1,16,1,0
17243,511,-0.46660894792581253,2.3,6,1,0
27820,501,-0.18530308672232854,4.2,7,1,0
58874,508,1.8233019529851602,34.1,38,1,0
28090,513,-0.03037523129727279,35.0,10,1,0
44331,503,0.13413579044273488,53.3,7,1,0
46006,504,1.6476105705443753,8.0,0,0,1
22080,507,0.36526312802487354,18.3,15,0,1
41793,511,1.1190723283683472,44.9,25,1,0
28996,501,-0.2808020010414673,11.7,7,0,1
36277,502,0.7053989824395901,5.7,8,0,1
45487,513,0.5992521055482826,23.6,17,0,1
13020,502,-0.39187356062240286,14.4,7,1,0
52525,509,-0.37310652658895543,23.7,7,0,1
29479,509,0.5068810302347184,14.1,9,0,1
16029,515,-0.41057404488977434,32.2,7,0,1
37402,511,0.3607377439317018,33.7,16,0,1
53794,502,-0.0002281872648199174,20.7,9,1,0
32178,501,2.1560507833654343,78.6,16,1,0
58607,510,-0.48051784903570804,35.2,6,1,0
20045,501,-0.34189468629928566,20.1,7,0,1
15311,501,0.3448323498395247,32.8,12,1,0
48474,511,0.17892378301191986,31.1,11,1,0
20784,502,3.519588940497723,66.4,19,0,1
13649,509,-0.1344590654402226,19.4,9,1,0
45439,506,0.9950901141686571,14.3,27,0,1
34182,505,0.06286099097528014,7.7,13,0,1
30880,510,1.4077652136062733,21.3,30,1,0
52427,504,2.598140879408667,49.0,24,0,1
55136,501,2.7559969245410696,23.2,50,0,1
47162,508,-0.3356390082881365,18.9,6,1,0
56059,513,3.3405035199870596,22.0,24,0,1
27239,502,2.4272410801253583,20.0,31,1,0
49838,515,1.2387953575391701,12.3,22,0,1
48939,502,-0.387215076997079,9.0,7,0,1
37902,515,-0.2983711392855458,15.5,8,0,1
31091,504,-0.4603532699146634,17.9,6,0,1
36695,504,0.3046362911295875,26.1,6,1,0
52162,513,4.870349542543409,24.2,64,0,1
22796,511,0.757307799978913,20.7,13,1,0
20028,512,-0.12474279959311857,11.1,10,1,0
38370,511,-0.2688230431477774,13.1,7,1,0
47033,514,2.3654828972067796,38.2,20,0,1
55217,512,-0.10597576555967109,28.0,10,0,1
24701,506,-0.2020070780074183,8.3,8,1,0
17706,504,-0.27973720478425046,19.7,7,0,1
59762,502,0.7664251179313325,20.6,12,0,1
43985,508,1.5521782059913125,9.5,19,1,0
38808,514,0.31914414013416753,11.5,11,1,0
56608,510,0.7034024894573085,12.6,0,1,0
56673,515,0.06113069705730268,28.6,6,1,0
31345,504,-0.2601715735578903,8.4,7,1,0
25891,505,-0.21152369455629413,10.6,9,1,0
51017,513,0.1793896313744523,70.2,11,0,1
20674,510,0.26936491510927846,14.1,9,0,1
18692,511,-0.20872860438109986,7.6,7,1,0
14583,505,0.005694741915948971,8.9,10,0,1
16602,507,0.3218061307772097,80.6,14,1,0
25626,513,1.1716466435684305,11.3,17,1,0
32994,510,1.1606659321658817,37.9,29,0,1
58813,515,0.6396478135564478,32.3,23,1,0
38300,513,0.732018888870012,62.1,23,0,1
40978,501,2.2078265013726055,22.4,29,0,1
58697,504,-0.3440908285797955,11.4,8,1,0
46213,515,-0.2124553912813589,11.7,9,1,0
11829,511,1.6274459914233306,19.0,10,0,1
19828,505,3.015807211301988,32.8,26,0,1
16258,507,0.3925485321160561,9.8,12,0,1
15948,512,1.0826696063247452,13.5,23,1,0
26655,514,0.403396143986453,37.5,19,0,1
43623,515,-0.3461538713281532,43.8,7,1,0
47137,503,-0.2018739784752662,6.1,9,1,0
21104,514,1.2671455578875694,16.9,11,1,0
14728,514,2.4710973759694785,27.1,39,1,0
36570,510,5.215276980115602,50.6,75,0,1
32969,513,1.3275727454846271,55.0,12,0,1
21451,501,0.1720026073400102,12.7,10,1,0
58443,503,0.5371611737993233,30.3,19,1,0
21503,508,6.52297988351008,116.5,93,1,0
28323,508,0.8478154818423476,24.7,7,0,1
34295,506,5.513220282838099,25.5,96,1,0
16865,512,0.21931949102008522,21.4,16,1,0
21651,507,-0.22476709800542907,8.8,8,0,1
30275,514,0.17147020921140177,16.5,11,0,1
26043,504,-0.4335337141860133,35.4,7,0,1
17728,503,0.34796018884509927,3.1,15,1,0
55098,511,-0.38308899150036363,18.1,7,0,1
35276,515,-0.44903980968173407,9.4,6,1,0
22183,501,0.8639205252327526,27.6,13,0,1
56911,509,0.014213111973684004,4.0,12,1,0
33519,509,0.924880110958419,41.8,12,0,1
43602,502,1.135909419185589,45.7,11,0,1
53167,510,0.04362810857930027,9.6,12,1,0
52182,513,3.261442397888706,12.3,22,1,0
37251,506,1.1284558453850708,15.4,21,1,0
13031,513,1.304280327358008,22.0,17,1,0
17782,515,-0.23827670051886823,16.4,10,1,0
11596,507,0.46435572971211925,24.7,14,0,1
12494,501,-0.16713500058356556,29.0,10,1,0
22465,503,0.5339667850276727,33.6,7,1,0
22830,511,-0.25744303314877204,18.3,6,0,1
52175,506,4.316988237621013,65.0,18,0,1
36086,501,-0.22157270923377845,28.8,7,0,1
21094,509,0.6851013037863934,17.6,8,0,1
54590,514,1.3170578824446106,29.0,13,0,1
52232,509,0.011418021798489688,22.0,13,1,0
30480,508,-0.07103713836974228,27.4,7,0,1
13234,506,-0.17844846081649487,7.8,8,1,0
38389,510,0.352485572938271,47.8,13,0,1
52378,506,-0.4832463894448263,5.4,6,1,0
25341,512,0.35867470118334416,21.7,14,1,0
13215,513,-0.42588049108726694,25.2,6,1,0
54781,512,0.36825786749829603,34.5,17,1,0
10983,514,1.8599708740930663,33.0,35,0,1
55651,515,6.5263739215799585,72.0,54,1,0
39013,508,0.14425135488629529,9.1,14,0,1
45528,503,2.1179843171699315,65.5,20,0,1
41163,508,2.0139670327930577,41.6,10,0,1
32770,515,0.01234971852355446,6.3,9,0,1
10207,504,0.9522320648156778,24.0,15,1,0
55557,501,1.4170156310908448,25.6,11,1,0
18046,504,1.1752403309365376,21.1,8,0,1
40604,507,-0.07163608626442679,24.2,9,0,1
20047,507,-0.16813324707470637,4.1,10,0,1
18455,506,-0.38961086857581706,28.8,6,0,1
55796,509,0.20002005885802926,24.5,12,0,1
40334,509,0.24893413692392957,22.6,12,0,1
26194,503,0.5193258364909406,25.3,18,0,1
38060,508,0.7806667678716082,71.8,20,1,0
21830,514,-0.22403505057859247,21.1,9,0,1
16088,513,-0.21884416882466018,15.8,9,0,1
55811,504,0.08781715325380073,37.5,11,0,1
15544,515,1.0334893291945406,15.7,8,1,0
31640,503,1.945487323500797,17.7,38,0,1
40363,512,1.6196596687924323,54.8,6,1,0
12683,501,0.4624257864959137,23.1,8,0,1
44679,515,-0.44677711763514816,33.7,6,0,1
43945,511,0.3852280578476901,37.8,16,0,1
34733,507,0.6625409330866108,9.5,9,1,0
15226,502,1.2015940383026553,9.1,13,1,0
34203,514,-0.4706684836564519,15.9,6,0,1
33895,512,0.046622848052722765,9.2,11,1,0
37209,514,-0.13732070538149294,46.6,8,1,0
33441,512,1.0048729297818368,26.0,20,1,0
26391,513,0.7202395802745503,25.3,8,1,0
24821,508,0.03790482869675956,53.2,11,0,1
56368,509,-0.20407012075577602,19.9,6,1,0
54932,506,0.30097605399540456,27.8,16,0,1
49855,510,0.9582215437625226,43.8,18,0,1
35355,514,0.3042369925331312,9.6,11,0,1
15936,512,1.0977764032240098,53.8,17,1,0
26255,511,0.402198248197084,13.5,8,1,0
20787,511,0.5036866414630676,21.6,12,0,1
26129,507,-0.10544336743106267,18.6,10,0,1
57975,501,-0.4336002639520893,12.5,6,0,1
55454,515,-0.14876726514657437,3.6,7,0,1
19572,508,0.7204392295727784,20.3,19,1,0
19699,513,0.5874062471867448,23.0,19,0,1
50565,507,0.1696733655273482,21.6,15,1,0
56744,505,3.339105974899462,17.7,37,0,1
23620,511,-0.34036404167953643,41.2,7,1,0
27972,511,-0.07343292994848025,7.4,11,0,1
23134,501,-0.43246891792879644,38.5,7,1,0
38188,515,0.16348423728227515,19.8,8,0,1
51376,506,0.843489747047404,13.4,17,0,1
54777,514,0.2698973132378869,20.9,11,0,1
14094,507,0.4791963275470794,4.0,20,0,1
44566,507,1.5752709748197036,18.2,12,0,1
55569,501,0.028987160042568183,10.5,9,0,1
18577,509,0.6346565811007437,9.0,19,0,1
40774,501,0.7321519884021642,34.1,14,0,1
52110,515,0.6192170353710991,9.5,10,0,1
34171,505,-0.2894534706313544,16.5,7,1,0
18296,505,-0.2716181333229717,15.8,9,1,0
52969,508,3.866845619882578,60.9,66,0,1
27073,503,0.17879068347976776,8.1,13,0,1
26740,507,2.2586705226547115,34.7,32,0,1
30584,513,2.434894303224105,37.5,13,0,1
19204,501,0.5691716112819057,94.0,19,0,1
26533,512,-0.2693554412763859,42.4,6,1,0
43254,509,1.322381863730695,22.9,13,1,0
41850,514,0.12275578044372953,50.8,14,0,1
11266,506,0.7716825494513407,62.0,7,0,1
59218,510,0.06698707647199557,7.5,10,0,1
45011,501,0.2340935390889694,14.6,9,1,0
16546,515,-0.45482963933035075,7.4,6,0,1
24465,514,0.506548281404338,22.4,20,0,1
29481,502,2.2132170324247658,6.9,11,1,0
54987,510,1.1685853543289322,11.4,27,0,1
25658,510,1.090988327084252,27.1,8,0,1
33279,513,6.183908825352581,11.9,18,0,1
59529,515,1.1446274385415522,36.2,27,0,1
39623,512,0.011950419927098116,7.9,11,0,1
30288,514,1.0392126090770815,28.9,21,1,0
20776,513,2.1501278541846656,13.9,27,1,0
59423,510,1.2620212258997132,44.1,31,1,0
35668,510,-0.41110644301838273,16.9,7,1,0
47705,507,0.2859358068622161,77.5,11,0,1
57927,509,0.23941752037505376,18.0,10,1,0
30121,510,1.334294271858309,54.3,7,1,0
21848,504,2.0491053092812144,34.3,27,1,0
14546,503,1.3728265864163445,10.4,9,1,0
47618,507,-0.3244586475873593,4.7,7,1,0
43345,512,1.9382333989985072,52.4,8,1,0
53988,506,0.4348076335743509,13.3,6,0,1
44033,504,-0.08601083573685463,17.4,7,1,0
27301,513,0.7357456757702711,15.1,23,1,0
13805,513,-0.2784727592288054,36.7,6,0,1
48774,509,0.20401304482259253,4.6,15,1,0
11597,501,7.595895212188236,132.3,43,1,0
21311,505,2.348313057559157,51.7,16,0,1
49554,508,1.986681628701875,43.5,22,0,1
17872,515,1.722678706678165,7.1,36,0,1
16894,510,0.16827582043975112,49.4,11,1,0
47467,510,0.5497390795876977,12.5,19,0,1
34973,504,0.04915173916361282,14.7,13,1,0
42791,511,-0.4055162626679941,3.4,7,0,1
43899,507,-0.3342414632005394,6.1,7,0,1
41342,506,0.7754093363515998,6.5,9,0,1
56908,514,-0.34528872436916447,22.1,7,0,1
20906,503,3.0166058084949006,61.6,16,0,1
54494,503,-0.4196913628421938,6.3,6,0,1
33098,505,0.2507975303740591,14.7,13,1,0
49059,506,0.7631641793936057,55.0,9,0,1
11163,508,0.62021528186224,11.9,9,1,0
23517,509,3.919419935082661,35.9,35,1,0
16754,502,-0.4452464730153989,5.2,6,1,0
29217,513,0.8016964939516414,27.8,16,0,1
19806,513,-0.027447041589926294,11.4,8,0,1
38060,514,4.2584909932401604,50.2,27,0,1
59776,504,-0.11655717836576383,8.4,10,0,1
16971,508,-0.1595483272508953,33.4,7,0,1
56604,512,0.08096252734796706,14.9,9,1,0
12255,510,0.36300043597828763,20.3,17,0,1
25969,504,0.9261445565138642,40.4,10,0,1
50374,513,2.1239072463507003,15.0,20,0,1
59375,513,0.03164915068561042,12.3,7,1,0
33490,507,2.386712272585041,71.9,33,1,0
51995,513,0.8316438886858661,22.2,8,1,0
49812,502,2.40747579960077,10.6,19,0,1
57014,511,1.498339445235784,22.7,20,0,1
25391,509,4.62118721835466,77.6,57,0,1
53414,508,-0.3736389247175639,13.4,6,1,0
54432,501,0.5522679706985878,16.5,9,0,1
34204,513,0.22344557651680055,5.2,6,0,1
20545,514,0.059866251501857655,17.3,12,0,1
40072,501,0.6902921855403256,15.0,15,0,1
19742,513,0.9458432872723762,33.3,12,0,1
33672,506,-0.22130651016947425,16.8,10,0,1
10883,512,-0.01773077574282232,13.5,13,0,1
59682,511,-0.13692140678503661,77.5,6,0,1
17797,502,3.2788784366006327,47.2,53,0,1
54928,501,1.718951919777906,20.8,31,1,0
16422,509,-0.3632571612096993,71.0,8,1,0
13901,503,1.6658452064492144,12.5,30,1,0
53297,511,1.322514963262847,23.6,25,0,1
21392,514,0.9506348704298524,23.7,25,1,0
34327,510,2.0574905798067973,87.7,6,1,0
49734,506,0.2561880614262196,13.5,12,0,1
21500,507,-0.3383009989311787,4.0,7,0,1
11032,501,0.36885681539298054,15.8,13,1,0
41003,509,1.147888377079279,60.5,28,1,0
41688,506,0.3478936390790232,42.2,10,0,1
22074,502,1.0397450072056897,32.6,7,1,0
59244,514,-0.11362898865841739,11.2,9,0,1
37384,514,-0.2765428160125998,14.9,6,1,0
21435,508,-0.14623837403568432,32.8,7,0,1
19652,512,-0.23967424560646539,20.3,6,1,0
20039,514,-0.02877803691144741,4.0,11,0,1
51093,504,1.554174698973594,22.3,23,1,0
58369,502,3.2509275348486892,58.5,21,0,1
32533,515,0.7141170017955533,34.1,18,0,1
28410,508,-0.1515623553217687,39.7,6,0,1
24997,501,0.6751853886410611,50.2,19,0,1
31395,509,-0.1473031702929012,25.5,10,0,1
30737,508,-0.027979439718534817,20.4,8,1,0
46141,510,-0.10371307351308524,27.2,12,1,0
13321,507,0.4633574832209784,17.9,7,1,0
46756,511,0.7113884613864351,31.8,21,0,1
35025,506,0.6600785917417966,20.7,7,0,1
11776,505,1.6474774710122233,11.0,9,0,1
26392,514,-0.24646232174622296,15.7,7,0,1
38557,513,-0.28133439917007574,13.5,7,1,0
41214,509,2.7663786880489343,45.3,13,1,0
19107,515,1.9118131418663131,16.2,6,0,1
39542,513,0.536695325436791,16.3,21,1,0
54647,503,-0.25837472987383675,11.2,8,0,1
42462,511,-0.13186362456325645,13.3,9,0,1
50605,515,2.9561786208978424,72.8,48,0,1
21596,513,0.003964447997971605,30.7,7,0,1
11919,512,0.84355629681348,16.0,21,1,0
44736,513,1.2948302605752084,44.9,16,0,1
51214,504,-0.44338307956526934,68.6,6,0,1
44433,506,1.3289702905722245,33.3,28,0,1
13491,506,-0.13159742549895223,16.0,8,0,1
22694,513,-0.01659942971952938,56.3,9,1,0
23487,507,-0.14224538807112103,16.5,9,1,0
56042,503,-0.29530985004604726,7.0,7,0,1
34712,503,3.2572497626259147,3.3,36,0,1
52771,512,-0.20147467987880985,10.1,9,0,1
51127,511,2.811499429448499,51.7,10,0,1
15715,502,1.7885629750934595,39.8,10,0,1
39958,504,-0.10251517772371627,17.2,8,0,1
40834,507,0.009687727880512321,6.9,10,1,0
24868,512,0.7503866243070031,23.4,7,1,0
30499,507,1.5037299762879446,42.9,27,0,1
17954,511,0.008556381857219377,38.5,13,0,1
38440,502,1.0173177360380592,12.4,16,1,0
44991,505,-0.03343652053677127,15.5,7,0,1
12808,508,0.09826546652774139,6.5,12,1,0
21160,507,-0.42415019716928953,10.9,6,1,0
15219,515,1.5279540911396285,36.2,33,1,0
34152,515,0.9934263700167557,20.7,10,0,1
32393,514,1.4245357546574395,43.0,33,0,1
15473,505,3.952029320459928,71.4,17,1,0
41516,504,0.593661925197894,28.8,20,0,1
34990,506,0.33524918352457284,27.7,15,0,1
39623,513,-0.2787389582931096,13.0,7,0,1
15438,506,-0.21065854759730546,51.9,6,1,0
55295,501,4.320049526860511,37.9,10,1,0
29470,509,-0.39506794939405354,24.9,7,1,0
51532,505,-0.23494921221506548,49.7,7,0,1
15093,503,0.5412872592960387,16.0,17,0,1
31944,509,-0.35773353062538676,27.7,7,1,0
46568,507,2.0519003994564087,75.7,25,0,1
44356,513,-0.4612849666397282,2.9,6,0,1
44848,515,0.8748346868692259,23.0,21,1,0
21237,505,-0.15229440274860528,28.8,9,1,0
21678,508,-0.39327110571000007,8.0,7,1,0
40940,503,0.7149155989884659,57.6,16,1,0
50786,513,-0.1988792390018437,22.1,7,1,0
13626,502,-0.47313082500126596,12.6,6,1,0
57875,514,0.9288065471569061,32.7,23,0,1
28158,509,1.280189312038476,13.7,9,1,0
57407,513,2.6123825293489427,35.3,20,0,1
17806,515,-0.31753747191544957,25.9,7,0,1
33588,502,-0.2300245295254374,12.8,9,1,0
10412,504,2.8457060092115913,32.5,7,1,0
42771,506,1.1217343190113893,28.1,8,1,0
55390,503,-0.30935185068809484,3.2,7,1,0
33698,513,-0.11755542485690465,23.2,7,0,1
29259,511,-0.4450468237171707,18.5,6,1,0
13267,509,-0.08860627661382077,23.9,11,0,1
23917,510,-0.3558035874091811,56.1,7,1,0
31060,501,2.482943234331016,41.0,29,0,1
54171,510,-0.3797615031965609,9.2,7,1,0
43512,512,0.8040922855303795,19.8,9,0,1
27394,515,0.31461875604099576,10.2,11,1,0
14240,503,-0.45602753511971983,3.4,6,0,1
23854,501,-0.14464117964985898,17.8,9,0,1
10753,515,0.6658018716243375,30.4,16,0,1
12496,508,0.8122779067577343,35.7,21,0,1
53561,502,0.2326959940013722,13.2,12,1,0
18190,513,0.5999176032090431,30.9,18,0,1
21930,504,-0.4652114028382153,26.2,6,0,1
48931,513,0.05727081062489151,27.9,10,1,0
32604,506,0.15037393336529237,19.9,9,0,1
25082,504,2.7609881569967736,58.2,27,0,1
32190,515,3.1896352002926434,58.2,45,0,1
15014,514,-0.33410836366838725,10.5,6,1,0
33996,507,4.233667930493793,25.2,19,1,0
59545,513,1.504195824650477,29.9,20,1,0
23517,503,0.20740708289247134,24.6,11,1,0
23280,513,1.4803710083952495,20.1,26,0,1
47759,506,-0.10604231532574718,13.3,11,0,1
27330,509,0.18111992529242965,33.8,9,1,0
43602,503,0.7155145468831504,10.4,10,0,1
22559,513,-0.11050114965284281,6.6,8,1,0
59998,502,0.1537014216690951,31.1,9,0,1
42180,515,-0.27095263566221117,10.6,9,1,0
40358,502,-0.05825958328313977,24.2,8,0,1
52372,502,-0.23541506057759787,20.0,7,0,1
49570,504,1.7077050093110526,43.7,8,0,1
21874,513,0.08255972173379235,17.9,10,0,1
23205,510,-0.32745338706078175,13.8,7,1,0
32675,507,0.7923129769349178,20.4,17,1,0
34434,502,0.8327752347091592,11.0,15,1,0
52137,513,-0.32918368097875916,19.1,8,0,1
49319,511,0.15097288125997677,4.4,14,1,0
57559,504,-0.3440908285797955,17.6,7,1,0
39486,506,-0.3056916135539118,8.3,7,0,1
15041,501,0.9862389952805419,24.7,28,0,1
48032,507,1.2043225787117737,24.9,22,0,1
37610,512,-0.20866205461502377,5.4,9,1,0
15787,505,1.6585912819469242,37.6,29,1,0
12694,511,1.2316079828029562,80.1,24,1,0
21490,505,0.06326028957173649,14.2,6,1,0
20488,511,1.3276392952507035,45.0,15,0,1
24055,505,1.2186973281842013,29.7,12,0,1
17207,511,-0.2872573283508446,12.0,7,1,0
26971,511,1.301817986013194,42.6,6,1,0
53404,511,2.816623761436355,49.9,38,1,0
41454,514,-0.03589886188158533,9.5,6,1,0
43804,514,0.7619662836042367,24.7,23,0,1
47523,505,1.8349481620484698,33.3,8,0,1
13777,509,-0.22596499379479806,33.6,8,1,0
24202,502,1.8956415487098317,11.7,19,0,1
40152,511,-0.28459533770780243,19.1,7,0,1
23775,508,0.14112351588072072,10.8,10,1,0
18451,508,0.3810354225848985,16.7,8,0,1
16101,508,0.052745426531719826,6.4,10,0,1
26223,509,0.29139288768045263,20.7,9,1,0
29119,504,-0.22064101250871368,8.8,9,1,0
57194,509,0.7238332676426573,30.8,7,1,0
46125,511,0.8390309127203084,38.9,8,1,0
41064,511,1.7565525376108773,33.4,33,0,1
40209,513,-0.466010000031128,17.7,6,0,1
19229,507,2.4640431007654167,22.1,17,0,1
33005,503,-0.4390573447703258,20.2,6,0,1
46382,505,-0.2706198868318309,22.7,8,1,0
29039,501,0.7592377431951185,15.3,13,1,0
40331,504,1.7015158810659796,76.0,13,1,0
46163,511,0.31541735323390846,28.7,11,1,0
33148,513,0.4745378439217557,6.3,14,0,1
35664,514,1.8386083991826527,52.4,17,0,1
14874,507,-0.31580717799747215,29.1,7,0,1
57758,510,1.1775030229831234,24.8,15,0,1
57059,512,-0.07616147035759852,19.0,12,1,0
13196,501,0.7200399309763222,13.0,15,1,0
15251,505,0.8129434044184948,23.8,9,0,1
40163,511,1.065499766677123,39.1,25,1,0
55095,514,2.4190554588980038,52.3,30,1,0
40197,506,2.6772685512730963,40.0,20,1,0
29585,508,1.5409312955244592,26.7,24,0,1
36563,501,-0.29597534770680783,11.4,6,0,1
33306,511,0.3368463779103981,8.9,16,0,1
40465,513,3.3771724410949657,74.5,11,0,1
57199,510,0.24593939745050716,12.8,11,1,0
10302,515,0.12255613114550137,27.4,13,0,1
59013,507,-0.14291088573188157,8.3,7,1,0
46132,503,3.662604387795165,41.1,32,0,1
56043,511,0.01554410729520512,8.9,12,0,1
54151,512,1.358718036008221,9.4,22,1,0
31095,505,2.3738016179662864,24.2,24,0,1
31446,506,2.0771893105653096,31.1,15,1,0
